445,鳳仙花,花語,雖然有鮮艷的花色和可愛的外型，但成熟時，只輕輕一碰果莢，裡面的種子就會飛濺而出，所以得到「別碰我」、「不耐煩」這樣有趣的花語，但同時也有「母愛」的意涵，或許某種程度上，道出了不少媽媽的育兒心聲。
446,鳳凰花,花語,在夏天畢業季時，往往也是鳳凰花開的時節，因此鳳凰花象徵著「離別」、「思念」，同時也因為火紅色的外表，象徵著「火熱的青春」。
447,鳳梨花,花語,完美無缺
448,鳶尾,花語,愛的使者、絕望的愛
449,鳶尾花,花語,是法國國花，相傳法蘭西國王在受洗禮時，上帝贈送了鳶尾花給他作為禮物。其花語為「華麗」、「光明和自由」。此外，它也有「愛的使者」、「力量與雄辯」的寓意。
450,鳶尾花小鳶尾,花語,協力抵擋、同心
451,鳶尾花任何顏色,花語,象徵著珍貴的友誼和愛情關係中的承諾。
452,鳶尾花愛麗斯,花語,好訊息、使者、想念你、信仰者的幸福
453,鳶尾花德國鳶尾,花語,神經
454,德國菖蒲,花語,婚姻完美
455,歐石楠,花語,孤獨，背叛的愛。因為多半生長在嚴峻的荒野或孤島上，在寒冬中獨自盛開，總帶給人一種孤寂肅殺的氛圍，也因此成為描寫復仇的名著《咆哮山莊》男主角的名字，使它有「孤獨」、「背叛」這樣悲傷的花語。
456,蓮花,花語,在佛教中，是聖潔不可侵犯的一種花，因為它出淤泥而不染的特質，成了「神聖」、「清白」、「堅貞」的代表花朵，象徵著「堅貞無瑕的愛情」。
457,蝴蝶花,花語,相信就是幸福
458,蝴蝶蘭,花語,有「蘭中之后」的美稱，其命名代表著「可愛的」、「討人喜歡的」意涵。
459,魯冰花,花語,代表「想像」、「欣賞」、「快樂」，不管是種在家中，或是當作禮物送人，都相當適合，它能讓人從痛苦、創傷中復原，並帶給人能量。
460,曇花,花語,剎那的美麗，一瞬間永恒
461,橙花,花語,是一種常見於婚禮的花朵，它的花語是「純淨」、「新娘的喜悅」、「豐富」、「寬大」等意思。相傳宙斯贈送橙花給希拉，所以婚禮上讓新娘被白色的橙花所圍繞，便象徵了婚禮的喜悅，以及新的責任與開始。
462,橙紅色,花語,代表對異性的愛慕之意。
463,燈心草,花語,溫順
464,燕竹花,花語,友誼
465,蕨,花語,謙遜
466,龍舌蘭,花語,是為愛付出一切
467,龍膽花,花語,喜歡看憂傷時的你、因為葉子與花瓣呈現向上生長的形狀，且葉子形狀看起來很像古時象徵「勝利」的羅馬匕首，因此，龍膽花象徵「勝利」、「正義」。
468,檉柳,花語,贖罪
469,蕾絲花,花語,惹人愛憐
470,薄荷,花語,願與你再次相逢、再愛我一次，永不消失的愛
471,薄雪草,花語,念念不忘
472,薔薇,花語,有著很美的意思──「恩典」以及「愛的誓約」、堅強
473,薔薇白,花語,純潔的愛情
474,薔薇紅,花語,熱戀
475,薔薇粉,花語,愛的誓言，執子之手，與子偕老
476,薔薇粉紅色,花語,我要與你過一輩子
477,薔薇深紅,花語,只想與你在一起
478,薔薇野薔薇,花語,浪漫的愛情，悔過
479,薔薇黃,花語,永恒的微笑
480,薔薇黑色,花語,絕望的愛
481,薔薇聖誕薔薇,花語,追憶的愛情
482,薔薇藍,花語,不可能、夢幻美麗
483,檸檬草,花語,是生長在亞洲的熱帶香料，不起眼的外型，卻有濃郁沁人的檸檬香，其內斂的形象，被人們賦予「開不了口的愛」之意涵。
484,繡球花,花語,代表「感恩」、「優雅」和「美麗」。因為開花的時間告訴著人們「春天到了」，所以同時也象徵著希望。
485,薰衣草,花語,代表純潔、沉默，同時它也有更深一層的靈性意涵，代表著虔誠、寧靜、優雅和平靜。而紫色是古代皇室的顏色，因此薰衣草也有高貴的象徵。
486,藍色水菊,花語,善變固執無情的你
487,藍色妖姬,花語,相守是一種承諾人世輪回中怎樣才能擁有一份溫柔的情意
488,藍色玫瑰,花語,無法得到的東西
489,藍色鳶尾,花語,宿命中的游離和破碎的激情，精緻的美麗，可是易碎且易逝…
490,藍色鳶尾花,花語,希望和信念
491,藍盆花（松蟲草）,花語,沒有結果的愛情、寡婦的悲哀
492,雙枝藍色妖姬,花語,相遇是一種宿命，心靈的交匯讓我們有訴不盡的浪漫情懷。
493,雛菊,花語,象徵著「純潔」、「純真」，同時，也因為雛菊是「複合花」，意味著它們是由兩朵花完美地融合在一起，所以也象徵著「真愛」。
494,雞冠花,花語,經過萬物逐漸蕭條的秋天依然不凋謝，被人們賦予「永恆的愛情」、「勇氣」、「不朽的生命力」的含意。
495,雞蛋花,花語,代表著「孕育希望」、「復活」、「新生」，意味著「簡單平凡的幸福」。
496,爆竹紅,花語,戀情
497,麒麟草,花語,警戒
498,麗火紅,花語,殘酷
499,罌粟（白色）,花語,遺忘與初戀
500,罌粟花,花語,被用來代表「和平」、「死亡」。當用於墓碑時，罌粟花代表「長眠」。它也可以用代表「美麗」、「成功」、「奢華」、「奢侈」，甚至是「死亡中的平靜」。
501,櫻花,花語,象徵著「生命」、「重生」。因為櫻花往往只有在非常短暫的時間盛開，因此它也含有提醒人們要「珍惜當下」的意涵。
502,櫻花山櫻花,花語,向你微笑、精神美、純潔、高尚、淡薄
503,櫻花冬櫻花,花語,東方的神秘
504,櫻花西洋櫻花,花語,善良的教育
505,櫻花重瓣櫻花,花語,文靜
506,櫻花櫻花草,花語,除你之外別無他愛
507,櫻花草,花語,除你之外別無他愛、青春
508,蘭花,花語,是一種象徵著非常高品質的觀賞植物，代表著「高貴」、「奢華」，同時也代表著「力量」。
509,蘭花文心蘭跳舞蘭,花語,美麗活潑、快樂、隱藏的愛
510,蘭花火花蘭,花語,忘不了的人
511,蘭花白色鈴蘭,花語,幸福即將到來
512,蘭花石斛蘭,花語,父親之花
513,蘭花吊蘭,花語,樸實、天真、淡雅、純潔、希望、寧靜
514,蘭花君子蘭,花語,高貴、寶貴、豐盛、有君子之風
515,蘭花金栗蘭,花語,隱約之美
516,蘭花姜蘭,花語,無聊
517,蘭花香羅蘭,花語,困境中保持貞節
518,蘭花紫羅蘭,花語,請相信我、青春永駐
519,蘭花劍蘭,花語,幽會、用心、堅固
520,蘭花蔥蘭,花語,期待、潔白的愛
521,蘭花蝴蝶蘭,花語,高雅、博學
522,蘭花龍舌蘭,花語,為愛付出一切
523,鐵線蓮,花語,高潔，美麗的心；寬恕我，我因你而有罪；欺騙，貧窮。
524,巒大花楸,花語,繁華的秋日，捎來盛開的好運。
525,鱗托菊,花語,永遠的愛
526,鬱金香,花語,熱情的愛、愛的表白、榮譽、祝福永恒
527,鬱金香（白）,花語,純情、純潔
528,鬱金香（羽毛）,花語,情意綿綿
529,鬱金香（紅）,花語,愛的宣言、喜悅、熱愛
530,鬱金香（粉）,花語,美人、熱愛、幸福
531,鬱金香（紫）,花語,無盡的愛、最愛、永恒的愛
532,鬱金香（黃）,花語,高貴、珍重、財富、絕望之愛、拒絕、你的笑容裡含著陽光、對沒有希望的愛情表示同情
533,鬱金香（雙色）,花語,美麗的你、喜相逢
